Date,GERMANY
1969-12,100.0
1970-01,95.165
1970-02,92.38
1970-03,93.194
1970-04,88.889
1970-05,80.545
1970-06,77.572
1970-07,82.295
1970-08,83.261
1970-09,81.902
1970-10,80.673
1970-11,77.746
1970-12,75.408
1971-01,86.227
1971-02,89.904
1971-03,90.74
1971-04,85.203
1971-05,89.241
1971-06,89.423
1971-07,94.064
1971-08,92.277
1971-09,91.26
1971-10,84.363
1971-11,86.605
1971-12,93.017
1972-01,99.775
1972-02,108.149
1972-03,113.736
1972-04,110.773
1972-05,114.045
1972-06,112.256
1972-07,118.663
1972-08,115.983
1972-09,111.816
1972-10,109.553
1972-11,111.163
1972-12,109.349
1973-01,116.292
1973-02,126.379
1973-03,133.41
1973-04,126.346
1973-05,118.889
1973-06,132.092
1973-07,127.471
1973-08,122.997
1973-09,123.489
1973-10,130.762
1973-11,108.486
1973-12,103.419
1974-01,108.48
1974-02,105.194
1974-03,110.992
1974-04,119.798
1974-05,112.44
1974-06,108.491
1974-07,106.297
1974-08,103.985
1974-09,99.356
1974-10,105.157
1974-11,115.184
1974-12,119.817
1975-01,135.294
1975-02,153.619
1975-03,151.727
1975-04,154.49
1975-05,145.389
1975-06,145.983
1975-07,145.142
1975-08,137.955
1975-09,131.878
1975-10,148.721
1975-11,152.318
1975-12,154.218
1976-01,157.692
1976-02,160.355
1976-03,166.646
1976-04,156.69
1976-05,151.935
1976-06,154.367
1976-07,153.025
1976-08,153.374
1976-09,160.691
1976-10,150.827
1976-11,158.968
1976-12,163.123
1977-01,160.228
1977-02,157.753
1977-03,163.052
1977-04,176.915
1977-05,173.253
1977-06,169.902
1977-07,175.647
1977-08,176.645
1977-09,179.98
1977-10,189.82
1977-11,193.562
1977-12,203.124
1978-01,205.646
1978-02,213.877
1978-03,214.644
1978-04,203.588
1978-05,204.903
1978-06,210.806
1978-07,222.181
1978-08,231.854
1978-09,244.852
1978-10,269.561
1978-11,238.596
1978-12,252.359
1979-01,248.318
1979-02,242.837
1979-03,237.592
1979-04,233.486
1979-05,221.504
1979-06,223.185
1979-07,232.999
1979-08,237.646
1979-09,249.538
1979-10,228.757
1979-11,241.122
1979-12,239.944
1980-01,238.4
1980-02,239.565
1980-03,202.489
1980-04,225.771
1980-05,233.913
1980-06,243.078
1980-07,244.639
1980-08,238.707
1980-09,236.6
1980-10,219.214
1980-11,220.466
1980-12,211.177
1981-01,191.848
1981-02,190.46
1981-03,199.385
1981-04,198.298
1981-05,183.254
1981-06,189.871
1981-07,185.005
1981-08,182.266
1981-09,180.835
1981-10,186.271
1981-11,196.761
1981-12,188.085
1982-01,186.237
1982-02,183.906
1982-03,185.934
1982-04,192.542
1982-05,188.295
1982-06,175.609
1982-07,175.921
1982-08,171.141
1982-09,178.294
1982-10,174.368
1982-11,184.104
1982-12,205.336
1983-01,197.698
1983-02,214.39
1983-03,242.121
1983-04,254.067
1983-05,234.089
1983-06,245.534
1983-07,241.901
1983-08,222.342
1983-09,234.181
1983-10,253.049
1983-11,251.453
1983-12,253.199
1984-01,253.304
1984-02,262.281
1984-03,263.099
1984-04,253.439
1984-05,241.443
1984-06,243.001
1984-07,218.377
1984-08,231.442
1984-09,235.039
1984-10,241.186
1984-11,238.642
1984-12,238.737
1985-01,248.565
1985-02,240.553
1985-03,263.912
1985-04,275.09
1985-05,303.141
1985-06,329.306
1985-07,340.161
1985-08,371.935
1985-09,413.837
1985-10,477.337
1985-11,483.585
1985-12,561.496595
1986-01,582.960366
1986-02,614.752671
1986-03,635.687921
1986-04,721.864695
1986-05,607.970528
1986-06,632.478063
1986-07,627.617
1986-08,739.14667
1986-09,695.230436
1986-10,691.679368
1986-11,755.923105
1986-12,759.638193
1987-01,705.413557
1987-02,669.283286
1987-03,701.493581
1987-04,704.696519
1987-05,681.770615
1987-06,726.444984
1987-07,755.424215
1987-08,785.70928
1987-09,753.231303
1987-10,620.610353
1987-11,560.622073
1987-12,571.654449
1988-01,502.190349
1988-02,582.166151
1988-03,581.621318
1988-04,571.977396
1988-05,565.300987
1988-06,566.455471
1988-07,571.428884
1988-08,567.312283
1988-09,609.302411
1988-10,673.572175
1988-11,669.353177
1988-12,689.43957
1989-01,656.492796
1989-02,657.245168
1989-03,644.869881
1989-04,677.039868
1989-05,653.103875
1989-06,703.375907
1989-07,774.916274
1989-08,765.12519
1989-09,798.533294
1989-10,760.987405
1989-11,839.03885
1989-12,1008.402094
1990-01,1038.377396
1990-02,1017.199144
1990-03,1115.125355
1990-04,1038.334399
1990-05,1050.585137
1990-06,1095.674736
1990-07,1175.167615
1990-08,1000.403195
1990-09,823.556525
1990-10,929.882993
1990-11,948.365746
1990-12,914.056769
1991-01,938.671328
1991-02,1004.385897
1991-03,869.691867
1991-04,899.817057
1991-05,957.847532
1991-06,868.400415
1991-07,897.36405
1991-08,908.742904
1991-09,928.463632
1991-10,906.998966
1991-11,921.370665
1991-12,988.6336018999999
1992-01,995.2857915999999
1992-02,1020.0055769999999
1992-03,997.6149022
1992-04,993.0057601999999
1992-05,1055.8835423
1992-06,1074.2666937
1992-07,1015.4185811
1992-08,1014.6674223
1992-09,975.1830795
1992-10,907.3442269
1992-11,901.5899273
1992-12,887.0960160999999
1993-01,916.062293
1993-02,963.230421
1993-03,990.4203809999999
1993-04,976.722817
1993-05,974.038609
1993-06,941.800585
1993-07,972.932452
1993-08,1081.322265
1993-09,1099.444567
1993-10,1164.825234691149
1993-11,1137.1968188429462
1993-12,1203.2209582208818
1994-01,1168.0448152355843
1994-02,1146.114811635745
1994-03,1185.8008004744681
1994-04,1256.8653431705143
1994-05,1184.2446373382547
1994-06,1187.7159728144445
1994-07,1246.162149258951
1994-08,1291.9118175447447
1994-09,1215.2379760863546
1994-10,1283.0224317363877
1994-11,1215.5984660007953
1994-12,1259.3500268285025
1995-01,1235.4439017588352
1995-02,1340.1397840520106
1995-03,1309.3797591192613
1995-04,1364.8252064157573
1995-05,1376.1616972548002
1995-06,1415.0457772783793
1995-07,1498.8045562978955
1995-08,1417.7703387703023
1995-09,1437.2847344166819
1995-10,1419.7402638240885
1995-11,1422.5152916003824
1995-12,1466.014614075808
1996-01,1529.2625400227312
1996-02,1542.8088053146541
1996-03,1536.8656652515967
1996-04,1480.7661504559533
1996-05,1501.9087515190602
1996-06,1532.4588066224778
1996-07,1536.7418176375747
1996-08,1572.0900840336553
1996-09,1582.2712947860614
1996-10,1596.6726391257725
1996-11,1659.9128151270925
1996-12,1665.0399067835979
1997-01,1657.8238817601896
1997-02,1726.2836291887843
1997-03,1853.0404523923903
1997-04,1786.2526643415938
1997-05,1861.8085454767831
1997-06,1943.7469072681217
1997-07,2133.618767286575
1997-08,1922.2732411006211
1997-09,2070.0488286716864
1997-10,1925.1772471396262
1997-11,1991.6922246977815
1997-12,2074.090667424748
1998-01,2136.513435978021
1998-02,2272.548266478396
1998-03,2425.387235480456
1998-04,2515.0762898627536
1998-05,2717.0083443
1998-06,2830.8827542948566
1998-07,2898.416671773995
1998-08,2422.3168444666335
1998-09,2390.724455619442
1998-10,2490.628943327981
1998-11,2619.5169490912713
1998-12,2684.456322393233
1999-01,2728.879851927535
1999-02,2503.5983306990825
1999-03,2435.7356421096765
1999-04,2593.8740452297598
1999-05,2436.151828359577
1999-06,2571.525395590787
1999-07,2530.3656137770035
1999-08,2574.204545412058
1999-09,2539.5350181932463
1999-10,2677.0141825247038
1999-11,2751.3517706459024
1999-12,3222.5390238939744
2000-01,3110.467420994202
2000-02,3435.358085445101
2000-03,3380.140809569425
2000-04,3087.5465946382205
2000-05,2991.5343923581754
2000-06,2982.7719468186942
2000-07,2971.5027838927704
2000-08,2834.835805534044
2000-09,2686.670755920871
2000-10,2706.1503498422762
2000-11,2507.2609231228676
2000-12,2720.192326781917
2001-01,2821.6884814083396
2001-02,2592.2843043629455
2001-03,2320.868861432651
2001-04,2480.9276908078855
2001-05,2323.095041520795
2001-06,2309.100588436419
2001-07,2319.2412984008615
2001-08,2153.954165014397
2001-09,1804.0359584527191
2001-10,1883.3712559796147
2001-11,2048.6908152555143
2001-12,2111.2641624016046
2002-01,2014.9890393636958
2002-02,1988.4072502798213
2002-03,2147.3215348040635
2002-04,2083.4243649024147
2002-05,2061.3246097527217
2002-06,2000.2078687648218
2002-07,1669.8425547418938
2002-08,1677.0848201861265
2002-09,1268.690573656513
2002-10,1446.064349932881
2002-11,1528.0013807698626
2002-12,1410.724262159741
2003-01,1376.281095224818
2003-02,1280.9023836318809
2003-03,1232.6109917930894
2003-04,1521.24737492701
2003-05,1620.0512288912334
2003-06,1702.3885623185436
2003-07,1803.2009276109065
2003-08,1773.1622245046997
2003-09,1760.1894618683718
2003-10,1969.7567992573724
2003-11,2074.505102916532
2003-12,2310.7815771845253
2004-01,2336.0460291949216
2004-02,2316.658157725616
2004-03,2207.156630544993
2004-04,2217.2073284222806
2004-05,2225.1443382620214
2004-06,2289.8268991631867
2004-07,2177.4320905730706
2004-08,2136.5865036022033
2004-09,2249.387740344739
2004-10,2340.7667554132227
2004-11,2547.242375062047
2004-12,2684.3924188250253
2005-01,2579.49540204087
2005-02,2684.176880629919
2005-03,2623.416991355895
2005-04,2502.589348134451
2005-05,2550.8879791097665
2005-06,2574.474333963827
2005-07,2754.094327920151
2005-08,2762.783699876952
2005-09,2825.114625822653
2005-10,2737.8509540605737
2005-11,2834.1305924774188
2005-12,2950.6861091771116
2006-01,3199.904674168731
2006-02,3216.18454681147
2006-03,3357.9390056094376
2006-04,3522.7680000617243
2006-05,3380.130080118062
2006-06,3346.478587758727
2006-07,3334.8104264355347
2006-08,3456.2381827623904
2006-09,3508.300186653473
2006-10,3684.0359149223996
2006-11,3853.3560507807374
2006-12,4012.617709989789
2007-01,4068.972188051697
2007-02,4105.952182925832
2007-03,4285.914422204844
2007-04,4691.308471449957
2007-05,4887.153076071691
2007-06,4978.980938515415
2007-07,4797.4265763066205
2007-08,4805.375677101229
2007-09,5162.55940550857
2007-10,5402.834981564521
2007-11,5335.716409412473
2007-12,5425.309404466371
2008-01,4674.698168130618
2008-02,4736.230053006777
2008-03,4787.935059889049
2008-04,4997.665506600681
2008-05,5076.288316943585
2008-06,4672.575197427529
2008-07,4623.602163732979
2008-08,4341.1678973659255
2008-09,3711.8961466638584
2008-10,2859.317537437646
2008-11,2603.382575374683
2008-12,2936.7631611569386
2009-01,2443.0010572803367
2009-02,2136.4206781033104
2009-03,2362.89934621206
2009-04,2757.5655023433574
2009-05,3022.7282791798334
2009-06,2918.9765508349656
2009-07,3262.7543942436746
2009-08,3398.810113232943
2009-09,3597.2045475908344
2009-10,3454.0329163505135
2009-11,3631.5322725175006
2009-12,3675.479420505457
2010-01,3356.010411930996
2010-02,3281.343064792966
2010-03,3578.1823829064133
2010-04,3507.452432312031
2010-05,3127.4194357443603
2010-06,3120.375216135615
2010-07,3416.6253153623643
2010-08,3214.076632319618
2010-09,3640.0210609671553
2010-10,3924.2354586609995
2010-11,3724.8802802846553
2010-12,3985.637835598173
2011-01,4156.448686778885
2011-02,4301.491408875434
2011-03,4283.487154779508
2011-04,4761.108689916877
2011-05,4463.954603110811
2011-06,4552.1594121569815
2011-07,4374.861229905775
2011-08,3562.049568017535
2011-09,3141.0302321099475
2011-10,3646.8681179382643
2011-11,3493.719092678885
2011-12,3264.897350884081
2012-01,3609.742898597901
2012-02,3912.96640619271
2012-03,3947.6876526214637
2012-04,3822.4905618154676
2012-05,3298.8427782198905
2012-06,3457.0422689334723
2012-07,3544.1466703928836
2012-08,3728.4829048592146
2012-09,3938.739256844772
2012-10,4004.0128524218144
2012-11,4108.500044696631
2012-12,4273.803808272784
2013-01,4503.04681570844
2013-02,4326.568446400859
2013-03,4281.417149865824
2013-04,4448.376155392882
2013-05,4586.374600167738
2013-06,4397.31573463046
2013-07,4682.616404009133
2013-08,4561.079453144826
2013-09,4956.381578040722
2013-10,5239.414566033627
2013-11,5462.2322918832015
2013-12,5614.368797790144
2014-01,5337.17077416078
2014-02,5694.903515314491
2014-03,5595.632787287978
2014-04,5643.637177986733
2014-05,5725.470412909246
2014-06,5687.738927998244
2014-07,5321.464000788006
2014-08,5273.828070857946
2014-09,5052.589009264022
2014-10,4950.328647930198
2014-11,5265.518821642344
2014-12,5032.832506478678
2015-01,5122.005393733768
2015-02,5433.019722035498
2015-03,5449.613661778673
2015-04,5436.85043917194
2015-05,5282.902343869665
2015-06,5145.117866651304
2015-07,5283.406152529648
2015-08,4886.849661197951
2015-09,4584.778540950924
2015-10,5071.631355744929
2015-11,5072.153099364957
2015-12,4937.864438891707
2016-01,4497.19104617448
2016-02,4381.490398475886
2016-03,4814.310556016449
2016-04,4867.202680264176
2016-05,4820.076741873278
2016-06,4546.011689198268
2016-07,4883.53056635948
2016-08,4981.421576391533
2016-09,5000.972472716688
2016-10,4925.180302608302
2016-11,4743.022538751213
2016-12,5073.686130160399
2017-01,5232.012569473201
2017-02,5265.6519988519685
2017-03,5498.095874793007
2017-04,5662.547421
2017-05,5912.194441
2017-06,5851.106802
2017-07,5957.8656
2017-08,5972.340744
2017-09,6304.047652
2017-10,6400.592542
2017-11,6477.289147
2017-12,6479.127983
2018-01,6863.157818
2018-02,6366.994581
2018-03,6247.097712
2018-04,6368.718148011589
2018-05,6145.475169545822
2018-06,6000.027059668472
2018-07,6258.13683436969
2018-08,6068.768878154977
2018-09,5965.728438191144
2018-10,5462.003398924574
2018-11,5350.74721048879
2018-12,5042.52682715455
2019-01,5376.6445068807125
2019-02,5469.854254646078
2019-03,5390.781185139808
2019-04,5759.627562521878
2019-05,5380.084165457024
2019-06,5774.5944454437085
2019-07,5573.451448827131
2019-08,5408.968720097225
2019-09,5541.676245361184
2019-10,5869.510810872419
2019-11,5975.604042574398
2019-12,6089.9762740952165
2020-01,5903.107322195522
2020-02,5357.626791082397
2020-03,4445.439203350307
2020-04,4875.8826252825775
2020-05,5296.980318646986
2020-06,5625.214143209195
2020-07,5907.368817688895
2020-08,6285.437236320383
2020-09,6093.493786965641
2020-10,5468.084562458591
2020-11,6406.330673809239
2020-12,6793.132674044226
2021-01,6668.620795991751
2021-02,6802.822494543592
2021-03,7080.624899052212
2021-04,7320.304047420244
2021-05,7544.946428340119
2021-06,7413.258448973683
2021-07,7419.9853308598085
2021-08,7518.994466816335
2021-09,7097.730986142209
2021-10,7250.697136885124
2021-11,6777.634180506208
2021-12,7155.764629087918
2022-01,6891.56100832041
2022-02,6415.806858546238
2022-03,6233.682601374619
2022-04,5723.512881331319
2022-05,5898.498599351599
2022-06,5103.385379583272
2022-07,5223.478944055296
2022-08,4890.68688586348
2022-09,4461.103599924618
2022-10,4878.124585232597
2022-11,5559.520473694867
2022-12,5557.003213957841
2023-01,6246.464199835744
2023-02,6128.21988656468
2023-03,6373.072180824283
2023-04,6590.921317661431
2023-05,6221.413047796565
2023-06,6551.2596412432185
2023-07,6751.759482524178
